Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
South Asia,SAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957283,37.34392166,37.98553848,38.59590149,39.17633057,39.82555008,40.47922134,41.13370132,41.78567123,42.44036865,43.09804916,43.84537125,44.61243057,45.35921097,46.08563995,47.08633041,48.08145905,48.84938049,49.64049149,50.44919968,51.26016998,56.07955933,56.87630844,57.65058136,58.41305923,59.20312881,60.09577942,60.87617111,60.67367172,60.8487587,61.68392181,62.59629822,63.45801163,66.02896118,66.62985992,66.67658997,67.70575714,68.45516205,69.78215027,71.10578156,71.66783142,72.19206238,71.96602631,72.68318939,73.47901154,74.26526642,75.0088501,
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,79,,,,83,,,,,,,,,94,,,,95,,,98,,,,
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,54,,,,,,,,,,60.6971817,,,,,,
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,39,,,,42,,,48,,52,,44,,43.59273148,46.09963989,52,46.60591125,46.83367157,,,57.66999817,,
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,89,,,,,,,,,,93,,,,,,,,,,96,96,96,97,97,97,97,97,97,97,97,98,,,
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,32.42617035,,,,44.83317947,,43.57778168,,,48.63999939,,
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,84,82,84,84,84,85,,87,,88,88,88,89,89,90,,,90,
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,5.404650211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,98,,,,,99,,,99,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,49.66851044,49.98936081,50.61877823,51.13262939,51.67388153,52.30115128,52.64590836,53.11983109,53.70127869,54.30374908,54.71612167,55.37276077,56.21297836,56.88634872,57.74010086,56.62213135,57.39482117,58.11067963,58.64075089,59.32826996,59.05170059,58.16289139,57.95812988,58.28050995,58.75204086,59.4275589,60.91238022,62.14141846,62.99195862,63.68292999,64.28331757,64.87419128,65.22631836,66.81282806,67.43804169,67.62024689,67.61219788,67.93235779,68.19297791,
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,34.52275848,,,,,,
Sub-Saharan Africa,SSF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,49.67414856,49.99504852,50.62445831,51.13832855,51.67958832,52.30686188,52.65164185,53.12543869,53.70679855,54.30921173,54.72154999,55.37812042,56.21823883,56.89160919,57.74525833,56.62754822,57.40013885,58.11590958,58.64590073,59.33332062,59.0567894,58.16810989,57.96337891,58.28564835,58.7571106,59.43254089,60.91714096,62.14601135,62.99641037,63.6872406,64.28751373,64.87825775,65.2303009,66.81656647,67.44165039,67.62378693,67.61567688,67.93572998,68.19624329,
Small states,SST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59896088,77.08329773,77.56575775,77.97901917,78.23251343,78.44293213,78.77449036,79.01834106,79.36514282,79.85037994,80.26954651,80.8795166,81.30793762,81.4542923,81.86342621,82.4238205,82.89437866,83.33364105,83.78720093,83.45960236,83.16928864,83.72524261,83.35756683,83.91326141,84.27381134,84.5370636,84.8219223,85.118927,85.68604279,86.0087738,86.30052185,86.53237915,86.74028778,86.90699768,87.02258301,87.10311127,87.28028107,
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,73,,,,,,,,,,85,,,,,,,69.53639221,,,,90,,,,,,,87.4384613,,,93.75,,
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,95,,95,,93,,,,,,,,,95,,,
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,99.59999847,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,55,,,,,,,,,,67,,,,,,,,,,,,,,82,,,,,,,,,,83.09828949,,,,,,,,,,89.27999878,,90.74701691,,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,88,,,,,,,,92,,,,,,,,94,,,,,,,,,,96.19999695,,,,
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,83,,81,,,,,,,,,,86.30000305,,,,,,,94,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,26,,,,28,,,,,,,,,,,26.00299072,22,,,30.62792015,,,27.28000069,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,63.1921196,63.35945129,64.56790161,65.94402313,67.16560364,68.32592773,69.39804077,70.42684174,71.52168274,72.55986786,73.49314117,74.74855042,79.0273819,79.71865082,80.35665894,80.94676208,81.50932312,82.02114868,82.60832214,83.20172882,83.72646332,89.38498688,89.77194977,90.07312775,90.45250702,90.79457092,91.14411926,91.49603271,91.81237793,92.13746643,92.49292755,93.70976257,94.01355743,94.29556274,94.47676849,94.1638031,94.39151001,94.50080872,94.92904663,95.13800812,95.34355927,95.53604889,95.57713318,95.99716187,96.22167206,96.36141968,96.50356293,96.63619232,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,94.30168152,95.02438354,95.19098663,95.35749817,95.52458954,95.70202637,95.80695343,95.96430969,96.0841217,96.20004272,96.30950165,96.4152832,96.52011871,96.67812347,96.77787018,97.0630722,97.1244812,97.2419281,97.32436371,97.40515137,97.48059082,97.54106903,97.67980194,97.63809967,97.72180176,97.8286972,98.27427673,98.54540253,98.75524139,98.87976837,98.92591095,98.96221924,98.99674225,99.0506897,99.11125183,99.21199036,99.28002167,99.30409241,99.33437347,99.35745239,99.38118744,
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,57,,,57,,60,,,,64,,,,67,,,,,
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,93,,,,,94,,,,,96,,,94,,93,91.98139954,,94,91.26914978,,94.09999847,91.09986877,,
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,99,,,,,,,,,,99.69999695,,,,,,,,,,,,,,
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,99.40000153,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,78.03568268,78.05593872,78.41690826,78.83381653,79.28690338,79.69650269,80.06337738,80.47383881,80.87068939,81.26187134,81.64190674,82.01157379,82.37167358,82.66694641,83.17288208,83.62866974,83.95597839,84.58075714,85.20652771,85.82234192,86.42671967,87.02545929,87.4157486,87.69406128,88.06699371,88.40065765,88.71608734,88.88371277,89.16313934,89.84120941,90.12899017,90.09660339,90.30806732,91.18556976,91.49494934,91.68049622,91.59958649,92.32820892,92.64749146,92.63231659,93.14588928,93.29805756,93.75376129,93.78692627,93.97975159,94.15543365,94.21556091,94.40235901,94.56125641,94.70938873,
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,51,,,58,,,,,,65.77912903,,,,69.90000153,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,39.25675964,39.73791885,40.22972107,40.77130127,41.3354187,41.93915176,42.66082001,43.39286041,44.23307037,45.08248901,46.01499176,46.78654861,47.83359909,48.8960495,49.95973969,50.99982834,52.0321312,53.06023026,55.67554855,57.0196991,58.13645172,58.9858017,59.92174149,61.46332169,62.62709045,63.75635147,64.93244171,66.05860138,67.10671997,68.29936981,69.30532074,72.25666809,73.13498688,73.76139069,72.48091888,73.19225311,74.98503113,73.50713348,74.03082275,74.3316803,75.11988831,75.8332901,76.12332916,76.74092865,75.24681091,75.70304108,76.09047699,76.4992218,76.84126282,77.24706268,77.6759491,78.04084015,
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,99,,,,,99,,,,,,,,91.05162048,,99.40000153,,,
South Asia (IDA & IBRD),TSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957283,37.34392166,37.98553848,38.59590149,39.17633057,39.82555008,40.47922134,41.13370132,41.78567123,42.44036865,43.09804916,43.84537125,44.61243057,45.35921097,46.08563995,47.08633041,48.08145905,48.84938049,49.64049149,50.44919968,51.26016998,56.07955933,56.87630844,57.65058136,58.41305923,59.20312881,60.09577942,60.87617111,60.67367172,60.8487587,61.68392181,62.59629822,63.45801163,66.02896118,66.62985992,66.67658997,67.70575714,68.45516205,69.78215027,71.10578156,71.66783142,72.19206238,71.96602631,72.68318939,73.47901154,74.26526642,75.0088501,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,49.67414856,49.99504852,50.62445831,51.13832855,51.67958832,52.30686188,52.65164185,53.12543869,53.70679855,54.30921173,54.72154999,55.37812042,56.21823883,56.89160919,57.74525833,56.62754822,57.40013885,58.11590958,58.64590073,59.33332062,59.0567894,58.16810989,57.96337891,58.28564835,58.7571106,59.43254089,60.91714096,62.14601135,62.99641037,63.6872406,64.28751373,64.87825775,65.2303009,66.81656647,67.44165039,67.62378693,67.61567688,67.93572998,68.19624329,
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,97,,,,,,,,,,97.90000153,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,74,,,77,78,,79,80,80,,79,,,,79.47511292,81,,,85.21492767,,
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,62,,,,,66,,,,,76,,,,,79,,,,,,,,,,,,,,87,88,88,89,,91,93,94,95,95,95,96,96,96,,97,,,,,
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,69,,,,,,,,67.80069733,,78,,,78,,,,,,,82.01999664,,
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,68,,,,71,,,,73,,70,,,,69.10131836,,,,,,80.58999634,,
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,99.97434998,,,,,,,,,100,,,
Upper middle income,UMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,66.26718903,66.49082947,67.51542664,68.63815308,69.66098785,70.64652252,71.57012939,72.50382233,73.58393097,74.48500061,75.36734009,76.26551056,79.67043304,80.31057739,81.0411377,81.5865097,82.15757751,82.69789886,83.23142242,83.80123901,84.31269073,88.71679688,89.11769867,89.47644806,89.87667084,90.19641876,90.54138947,90.98182678,91.32369995,91.58415985,91.86817169,92.87728882,93.30886078,93.4050293,93.60919189,93.75010681,93.99739075,94.06516266,94.4168396,94.53935242,94.7611618,94.77168274,94.92601776,95.21391296,95.32048035,95.35308075,95.49536896,95.61952209,
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,94,,,,,,,,,,95,,,,,,,,,,,97,,,,,,,,,,98,98,98,98,98,98,98,98,98,99,99,99,99,99,,,99,,
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,100,100,100,100,,100,100,,100,100,,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,96,,,,,,,,,,96.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,90,,,,,,,,,,,93,,,,,,95,,96,,95,,,,97,97,,,,,,97.59999847,,
British Virgin Islands,VGB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,88,,,,,,,,,,90,90,,,,,,,,,94,,,,,,,,,,96,,,96,,
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,53,,,,,58.20000076,,,,,,,,,,68.69999695,,,,,74,,,,,78.40000153,,,,,,,,,,84.69999695,,,,,,,89.09999847,,,
World,WLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,65.65878296,65.94909668,66.57205963,67.23374939,67.84754944,68.45053101,69.04213715,69.6113205,70.27236938,70.86435699,71.41603851,72.10942078,73.82408905,74.34681702,74.90692139,75.28640747,75.6942215,76.10236359,76.50138855,76.91177368,77.29624176,79.28838348,80.46865082,80.80593872,80.97917938,81.28595734,81.64013672,82.11424255,82.44724274,82.45471191,82.42524719,83.01180267,83.38551331,83.6086731,84.22715759,84.41078186,84.60137939,84.90309906,85.28639221,85.67887878,86.00010681,86.17700195,86.43747711,86.5479126,86.74745178,86.92751312,87.15532684,87.35600281,
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,99,,,,,,,,97.99025726,,99.09999847,,,
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,54.09999847,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,82,,,,,,,,,,,89,,93,93,93,94,,94,94,91.73724365,87,,95,,90,,,
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,68,,,69,,,,,61.12709045,,,83,,,,,,,,71.13230133,,87.5,,,,
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,83.58271027,,,88.69342041,,,,,93.22754669,,,89.84999847,,
